hello;Hallo
Yup, I'd already figured that much out.;Ja, so viel hatte ich schon herausgefunden.
Go on, deny it. Just like you always do.;Na los, leugne es. So wie du es immer tust.
The iron sheet is not changed in any way.;Das Eisenblech wird in keiner Weise verändert.
If the player has stew in their inventory;Wenn der Spieler Eintopf in seinem Inventar hat
Start again!;Fangen Sie noch einmal an!
99000! Are you mad?;99000! Bist du verrückt?
1.2.6 After pouring 4 buckets of water on the mud patch without a gas mask in player inventory;1.2.6 Nachdem man 4 Eimer Wasser auf den Schlammfleck gegossen hat, ohne dass sich eine Gasmaske im Spielerinventar befindet
Peach? But, aren't you...male?;Pfirsich? Aber bist du nicht...männlich?
Oh. So you can't help me?;Oh. Du kannst mir also nicht helfen?
1.5.1 Talking to the guard again;1.5.1 Ich rede noch einmal mit der Wache
If the player has 20 Crafting;Wenn der Spieler 20 Handwerkskunst hat
No, now hang on, this seems to me like one of the strangest quests I have ever been involved with. I do not believe that a businessman like you would not know of a competitor, particularly a competitor as talented as;Nein, Moment mal, das scheint mir eine der seltsamsten Quests zu sein, an denen ich je beteiligt war. Ich glaube nicht, dass ein Geschäftsmann wie Sie keinen Konkurrenten kennen würde, insbesondere einen so talentierten Konkurrenten
6.3 Brundt again;6.3 Noch einmal Brundt
Can't I do something for a strong Captain like you?;Kann ich nicht etwas für einen starken Kapitän wie Sie tun?
Scorpio;Skorpion
Lord Iorwerth, I have lost the message for King Lathas.;Lord Iorwerth, ich habe die Nachricht für König Lathas verloren.
I've made my decision and I intend to stick by it.;Ich habe meine Entscheidung getroffen und werde daran festhalten.
So I went to the Library Historical Archive. I found out that King Shayzien VII ordered the construction of a prison there around the time the expedition was taking place.;Also ging ich zum historischen Archiv der Bibliothek. Ich fand heraus, dass König Shayzien VII. etwa zur Zeit der Expedition den Bau eines Gefängnisses dort angeordnet hatte.
So you'll help?;Du hilfst also?
Finally! How long before we can expect his support?;Endlich! Wie lange dauert es, bis wir mit seiner Unterstützung rechnen können?
It's... a cloak?;Es ist... ein Umhang?
But if it weren't for you... my whole family... we could have been...;Aber wenn du nicht gewesen wärst... meine ganze Familie... hätten wir... sein können...
1 Before starting;1 
I tried to reason with him, but he had already decided that I was his enemy. We had the numbers and our forces were better skilled, so we tried to besiege the city.;Ich versuchte, ihn zur Vernunft zu bringen, aber er hatte bereits entschieden, dass ich sein Feind sei. Da wir zahlenmäßig überlegen waren und unsere Streitkräfte besser ausgebildet waren, versuchten wir, die Stadt zu belagern.
) Dialogue 82;) Dialog 82
Please could you go see Noella, north of East Ardougne market for us? You can get another job once you have furnished her home.;Könnten Sie bitte für uns den Noella-Markt nördlich von East Ardougne besuchen? Sie können einen anderen Job bekommen, sobald Sie ihr Zuhause eingerichtet haben.
(Player receives 5 energy potions.);(Der Spieler erhält 5 Energietränke.)
Start the Enlightened Journey quest?;Die Quest „Erleuchtete Reise“ starten?
Their sacrifice was not in vain though. Before they were defeated, the Seven Priestly Warriors managed to bless the Salve with the holy power of Saradomin.;Ihr Opfer war jedoch nicht umsonst. Bevor sie besiegt wurden, gelang es den Sieben Priesterkriegern, Salve mit der heiligen Kraft Saradomins zu segnen.
One last thing. While in Morytania, stay alert for any mention of the Myreque.;Eine letzte Sache. Achten Sie während Ihres Aufenthalts in Morytania auf jede Erwähnung des Myreque.
(If Merlin's Crystal is completed;(Wenn Merlins Kristall fertiggestellt ist
The guards move off leaving you stranded in the desert.;Die Wachen machen sich auf den Weg und lassen Sie in der Wüste zurück.
Yes, he would seem a likely bet. Savant out.;Ja, er scheint eine wahrscheinliche Wette zu sein. Savant raus.
1.6.2 Using any item on Claus' range;1.6.2 
Tourniquet, Fenderbaum, Tottenham, Marshmallow, Marblearch.;Tourniquet, Fenderbaum, Tottenham, Marshmallow, Marblearch.
Have ye any idea about how to lift the curse?;Habt ihr eine Idee, wie man den Fluch aufheben kann?
Carry on, it'll fix itself;Machen Sie weiter, es wird sich von selbst regeln
I saw Vanstrom Klause and Ranis Drakan arriving at the castle earlier. Do you know if they're still here?;Ich sah Vanstrom Klause und Ranis Drakan vorhin im Schloss ankommen. Wissen Sie, ob sie noch hier sind?
The assassin has left everything you could ever need to make a significant amount of noise.;Der Attentäter hat alles zurückgelassen, was man jemals brauchen könnte, um viel Lärm zu machen.
Three!;Drei!
You found him! What do you want, little human?;Du hast ihn gefunden! Was willst du, kleiner Mensch?
Enter the passage.;Betreten Sie den Durchgang.
Please, I must get to Miscellania.;Bitte, ich muss nach Miscellania.
1.7 Showing the brooch to the Duke;1.7 
Well, it all started the day I was fishing in catherby[sic], funnily enough.;Nun, komischerweise begann alles an dem Tag, als ich in Catherby angeln ging.
The camera pans to the chompy area to the south;Die Kamera schwenkt auf die knusprige Gegend im Süden
Now that you have proven yourself worthy of being a competent and trustworthy treasure collector, I can tell the real use for the beans.;Nachdem Sie nun bewiesen haben, dass Sie ein kompetenter und vertrauenswürdiger Schatzsammler sind, kann ich den wahren Nutzen der Bohnen erkennen.
Well, I'm not sure how much you've heard about them, but they are magical experts.;Nun, ich bin mir nicht sicher, wie viel Sie über sie gehört haben, aber sie sind magische Experten.
An expensive, exotic gift from the far-flung and tropical shores of the Island of Obscurity.;Ein teures, exotisches Geschenk von den weit entfernten tropischen Küsten der Insel der Dunkelheit.
Won't iron go all rusty with all the salt water around here?;Wird das Eisen bei all dem Salzwasser hier nicht ganz rostig?
Farewell, [player name]. Perhaps we will meet again.;Leb wohl, [Spielername]. Perhaps we will meet again.
No?;NEIN?
(Non-quest dialogue) Can you impart your wise knowledge to me, O Oracle?;(Nicht-Quest-Dialog) Kannst du mir dein weises Wissen mitteilen, oh Orakel?
However, there are other sand pits around the world that will work as well;Es gibt jedoch auch andere Sandgruben auf der Welt, die funktionieren
Well that was unexpected. Thank you.;Nun, das war unerwartet. Danke schön.
I had a moving-over-distance sphere with me, but they confiscated it when they put me in here. They didn't even know what it was. They were just frightened that it might explode.;Ich hatte eine Kugel zum Überqueren von Distanzen bei mir, aber sie haben sie beschlagnahmt, als sie mich hierher gebracht haben. They didn't even know what it was. They were just frightened that it might explode.
I'm far too upset to talk to random people right now.;Ich bin im Moment viel zu aufgebracht, um mit zufälligen Leuten zu reden.
If the player did see Scorpio;Wenn der Spieler Skorpion gesehen hat
I would really like to, please believe me, I would, but I just can't.;Ich würde es wirklich gerne tun, bitte glauben Sie mir, ich würde es tun, aber ich kann es einfach nicht.
He talked about increased demand from the nobles of Darkmeyer. Perhaps they have need for more blood than normal?;Er sprach von einer erhöhten Nachfrage seitens der Adligen von Darkmeyer. Vielleicht brauchen sie mehr Blut als normal?
Ah, I know the ceremony very well. Maybe I can help. I do have a cape, but why would I want to give it to some random person off the streets?;Ah, I know the ceremony very well. Vielleicht kann ich helfen. Ich habe zwar einen Umhang, aber warum sollte ich ihn irgendjemandem von der Straße schenken wollen?
Nothing... Just carving these horribly broken pieces of driftwood.;Nichts... Ich schnitze nur diese schrecklich zerbrochenen Treibholzstücke.
I'm not sure, but the Tasakaal said it was made by a mortal.;Ich bin mir nicht sicher, aber der Tasakaal sagte, es sei von einem Sterblichen gemacht worden.
Oh Izzie? He's my pet.;Oh Izzie? Er ist mein Haustier.
That should be the case in the long run. I suspect it will take a long time though. The Doors were damaged for a while and the Wintertodt will have gained a lot of power.;Das dürfte auf lange Sicht so sein. Ich vermute jedoch, dass es lange dauern wird. Die Türen waren eine Zeit lang beschädigt und der Wintertodt wird deutlich an Leistung gewonnen haben.
5 The deeper mine;5 Die tiefere Mine
You show the tankard to Sithik.;Du zeigst Sithik den Krug.
You can't open this door.;Du kannst diese Tür nicht öffnen.
Hello there. I'd like to ask you some questions.;Hallo. Ich würde Ihnen gerne ein paar Fragen stellen.
You hand the monk a jug of water.;Du gibst dem Mönch einen Krug Wasser.
You are back already? How is the epidemic going?;Du bist schon zurück? Wie verläuft die Epidemie?
If Elizabeth is innocent;Wenn Elizabeth unschuldig ist
That's four Shades!;Das sind vier Shades!
Pah! I've seen mummies with more brains than you! If you treat camels badly then of course they're going to spit at you. May your robes never be clean again!;Pah! Ich habe Mumien gesehen, die mehr Gehirn haben als du! Wenn du Kamele schlecht behandelst, werden sie dich natürlich anspucken. Mögen deine Roben nie wieder sauber sein!
Liar, thief!;Lügner, Dieb!
Khazard commander;Khazard-Kommandant
3 Talking to the Mysterious Stranger after getting Ranis' head;3 Mit dem mysteriösen Fremden sprechen, nachdem man Ranis‘ Kopf bekommen hat
Only the most worthy may access our guild and I'm afraid you are not quite there yet. Go out and hone your skills. Then you can return to us.;Nur die Würdigsten haben Zugang zu unserer Gilde, und ich fürchte, Sie sind noch nicht ganz am Ziel. Gehen Sie raus und verbessern Sie Ihre Fähigkeiten. Dann können Sie zu uns zurückkehren.
He should do. Just tell him I sent you.;Er sollte es tun. Sag ihm einfach, dass ich dich geschickt habe.
What fleet are you talking about?;Von welcher Flotte reden Sie?
We should look for him.;Wir sollten nach ihm suchen.
Why yes - all my uncles are called Ali!;Warum ja – alle meine Onkel heißen Ali!
Without two empty inventory spaces;Ohne zwei leere Inventarplätze
3.8.1 Rellekka;3.8.1 Rellekka
Well she left not long before you got here. I didn't really speak to her but I did hear her mention something about catching a ship at Port Piscarilius.;Nun, sie ist gegangen, nicht lange bevor du hier angekommen bist. Ich habe nicht wirklich mit ihr gesprochen, aber ich habe gehört, wie sie etwas über den Fang eines Schiffes in Port Piscarilius erwähnte.
5.5 Talking to Bill Teach on the Adventurous after running away;5.5 Nach der Flucht mit Bill Teach über „The Adventurous“ sprechen
3.9 Using the fur head on Gordon;3.9 Den Fellkopf bei Gordon verwenden
Yes, I'm quite the actress! Good luck dear cousin!;Ja, ich bin eine echte Schauspielerin! Viel Glück, lieber Cousin!
... So that was how I foiled the cultists in their plan to resurrect Hazeel.;... Auf diese Weise habe ich die Kultisten in ihrem Plan, Hazeel wiederzubeleben, vereitelt.
little... misdirection.;kleine... Fehlleitung.
Really? What did he say?;Wirklich? Was hat er gesagt?
The compost is teeming with maggots. Somebody should really do something about it. It's certainly clear nobody's used poison here.;Im Kompost wimmelt es von Maden. Jemand sollte wirklich etwas dagegen unternehmen. Es ist ganz klar, dass hier niemand Gift verwendet hat.
Well sure, just as soon as you have some spare space for it.;Na klar, sobald Sie Platz dafür haben.
If the player has given Nung 5 hides;Wenn der Spieler Nung 5 Häute gegeben hat
The door is ornately carved with depictions of skeletal warriors. You notice that some of the skeletal warriors depictions are not complete.Instead, there are recesses where some of the bones should be. There is one recess.;Die Tür ist kunstvoll mit Darstellungen von Skelettkriegern verziert. Sie bemerken, dass einige der Skelettkriegerdarstellungen nicht vollständig sind. Stattdessen gibt es Aussparungen, wo einige der Knochen sein sollten. Es gibt eine Aussparung.
3.23 Using a preform that is too hot on the polishing wheel;3.23 Verwendung einer zu heißen Vorform auf der Polierscheibe
He wants to discuss the future direction of the gang.;Er möchte die zukünftige Ausrichtung der Bande besprechen.
8.4 Using the lens on the counter;8.4 Mit der Linse auf der Theke
Can we use this bark to find more memories?;Können wir diese Rinde nutzen, um weitere Erinnerungen zu finden?
Yep, I've got them here.;Ja, ich habe sie hier.
(Non-quest dialogue) I'd like information, please.;(Nicht-Quest-Dialog) Ich hätte gerne Informationen.
That should be enough to use for the statue's body.;Das sollte für den Körper der Statue ausreichen.
Trousers (Ripped);Hosen (zerrissen)
I don't know. He may well soon come face to face with Lowerniel Drakan, the cause of all his pain. I hope he is ready for that.;Ich weiß nicht. Es könnte durchaus sein, dass er bald Lowerniel Drakan gegenübersteht, der Ursache all seines Schmerzes. Ich hoffe, er ist dazu bereit.
